frame,time_ms,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder
18,600,178.84322711407006,179.04191686551698,135.28427631341677,134.54802850900217,44.11085314464312,26.802739302706414
19,633,172.16381297825563,173.95776315961612,134.18617960376028,130.4792640180862,39.877774904994496,30.644330551145185
20,666,181.0,172.52126367496686,123.96043605292874,138.80662322700684,39.496509987223504,31.945098095548918
21,700,181.0,173.42581326680272,121.17652958845382,150.14357168575285,38.52769776785801,31.23097539784299
22,733,181.0,178.9482937720591,121.51848374019885,149.39177103084089,181.0,29.71300995961257
23,766,181.0,174.3897372117525,116.47808813357271,142.51746788761108,181.0,31.47905155989315
24,800,181.0,172.52989530453843,111.39121460089086,140.81916835018293,181.0,30.775585027347933
25,833,181.0,181.0,107.28042554310116,137.23143787675997,181.0,181.0
26,866,181.0,181.0,107.51214403512678,137.27266551479374,181.0,181.0
27,900,181.0,181.0,106.92926639967253,139.7824475081583,181.0,181.0
28,933,181.0,181.0,108.94137728565475,140.40162490677804,181.0,181.0
29,966,181.0,181.0,113.89827307567579,131.6087037909243,36.337059688914955,181.0
30,1000,181.0,181.0,116.63305791198945,140.76785079515037,37.544240605603605,181.0
31,1033,181.0,181.0,108.90707583403795,142.96388724348515,181.0,29.740158470855093
32,1066,181.0,174.82216529801036,101.40341039201347,140.4146873783425,181.0,31.243352834809095
33,1100,181.0,175.44046975313594,98.88822492179008,113.42106724314809,39.615108629872815,33.45489533256329
34,1133,179.55842577437858,173.67465082197467,103.7230871973771,135.2752536980774,42.11571383581527,33.25104028930249
35,1166,176.0983500133104,171.00332470456266,103.16494655339406,149.90149908948666,40.56468890669452,39.465796545124604
36,1200,181.0,166.87405599454692,105.56823990845427,154.41206429568123,181.0,39.61018015626074
37,1233,181.0,167.05628334608457,106.42922388456886,152.71020155026366,181.0,38.278975371947666
38,1266,181.0,162.28517600273122,110.17348083367192,147.59139838617895,181.0,37.35322159338431
39,1300,181.0,165.09840620870133,110.44683950451294,141.6889159701063,45.83309442482001,38.35043484714019
40,1333,181.0,164.4757670945561,113.77562659703798,141.63940892737477,47.35167512948791,37.7420003032678
41,1366,181.0,169.2223793249071,117.19600490232037,139.38474509230107,44.63806231130357,32.604393663020645
42,1400,181.0,169.7255921272167,117.55325646367754,140.89376302452808,181.0,34.29058015783414
43,1433,177.78274508580157,173.15138715411274,126.52420478459705,142.6233113647891,48.494523253486896,33.630821748819336
44,1466,175.07516592071443,172.7739051917152,134.1206952678612,143.44769427943118,47.37462595617735,33.275549030764026
45,1500,178.4048389299428,175.95671712002357,135.88504831137465,139.66474315437935,42.40128167867277,34.55764940509013
46,1533,179.0675689417004,178.99066926297408,139.51708977758852,142.10430261015767,40.0943713198684,37.470521650652714
47,1566,179.6888766473416,174.0420052805816,147.0278468138971,148.46641399882674,39.35659302599987,35.04228975933936
48,1600,172.94147445209563,175.92534373552232,144.1289757091481,153.97248160805694,37.79776503634115,36.40158609234547
49,1633,172.76713767227588,174.22006058190814,136.48472759282228,156.1205590832398,37.339923677615026,36.18420723718815
50,1666,176.41898062408262,170.46115666950547,131.08016261648226,160.05170554895528,40.107028887461254,35.942337747806334
51,1700,179.00747707946562,173.93919236611947,131.86277080062214,162.95854912816378,42.69512091666433,40.89306522010322
52,1733,176.51865109929665,178.24345010474266,133.5835701884918,167.92436073695822,45.6177915110685,42.399192995891894
53,1766,174.52149004366058,178.17593118943662,147.42983925990305,168.7950698927802,50.902566493567676,45.867144887776
54,1800,178.35315703223264,175.34318379806825,146.73122969551014,171.40751278881697,57.192850789264185,46.00528703762859
55,1833,175.2715236924419,176.18544700777198,149.7249505118151,175.9554588751598,61.12260705215398,48.316966997593966
56,1866,176.30464350739382,171.0269058129042,148.7926750332446,177.07135359283032,65.17038599807482,50.345344059201956
57,1900,174.87291117240903,168.4826449069763,152.82664504630608,178.0149403400099,67.4466259982043,51.750931303191294
58,1933,174.243189224925,172.33197722491775,156.05291729723263,179.2908810034782,70.86117965304238,55.19637675223395
59,1966,171.56623280519423,173.8868268623488,161.34845649210592,179.92737117457347,69.73377813657162,62.03611632812495
60,2000,171.75956039447914,174.74130688417597,168.3345231149493,172.554747477048,72.82002942975065,66.24035546139015
61,2033,170.59558737555702,174.3657476518948,174.63097012789387,163.97602964140367,73.2744850285341,69.23788746227271
62,2066,167.02249328430534,172.5064262991,172.15013526630074,169.16953479609003,73.25635729885764,72.30921063783724
63,2100,169.1125506696147,171.60884486446807,169.47155075963218,169.25379569570921,73.3018180045479,74.51991981387509
64,2133,167.7735425275038,172.8555548023437,163.5941261380178,165.31551116569707,72.41167601247378,77.83560629390534
65,2166,166.64429241693472,173.7161633164171,150.6682810784473,155.69875652561976,70.88357222981926,79.42307089631832
66,2200,167.11725383351148,173.0148147753943,146.56242776225915,159.95168508035874,70.65790966237435,76.85692946741632
67,2233,167.74706495594208,172.78539008377834,138.75086305399012,165.8111609160109,70.06912645257476,75.5294817879652
68,2266,167.7671703138351,170.30197422247696,137.63932856920917,174.02581747519986,67.30667761092339,73.73641317213782
69,2300,169.67122673751504,168.05141405530833,150.00636526880731,179.64488573528683,69.87347997133574,71.39752889440672
70,2333,170.49772822230295,170.50550393907335,163.85120609289805,177.53831435424888,72.08007995574417,70.02166097574406
71,2366,170.7420421187384,169.02424548789256,178.41466492486907,171.72772613771394,75.89219200649877,66.65568137630626
72,2400,171.12941677214585,170.22596294697883,168.25274940754088,177.18575839096195,78.18148848074239,66.06542156178818
73,2433,172.5467968573344,167.76023446523044,156.47315267025343,178.90293761446034,85.95690780766728,59.815361386475466
74,2466,172.33597999170144,171.60177412479467,161.29197746063784,177.98490249210997,89.11207743788248,58.78149058422404
75,2500,174.86320171564955,170.91469075646006,169.22284016136965,178.50331115728582,95.11646786218955,52.54155560801079
76,2533,173.24223257295813,171.2338815300093,176.32795419122152,181.0,97.12848392751484,51.155260701565304
77,2566,175.08530765107673,174.60585591462578,179.42776214043784,181.0,100.96427622164575,49.678853211226865
78,2600,176.61072112493338,169.03413611319056,172.1076497651024,147.3816629265068,105.3511179510482,44.93598422773656
79,2633,175.9975662525003,175.72926296143666,167.9696146642783,129.41438959933578,106.14346223750668,46.427793923078134
80,2666,174.61267420711465,172.64963749103023,171.37162739100017,109.64426106476833,105.22575932923893,50.91452842662043
81,2700,175.16353319003002,172.30342953100484,173.56438272885123,102.168075917238,103.50417063567397,57.02242325267242
82,2733,174.48702996611732,172.87281584906523,175.04930078179078,128.96995606935553,102.65581768113812,64.43057912649317
83,2766,174.8098433988916,171.39466575235858,168.88443987335043,139.26129788810888,102.35062058769476,70.4130222979327
84,2800,175.25336407692367,170.97956587081063,156.17120992068172,171.9559235029546,101.48299983978072,77.44677254696374
85,2833,175.04639196005158,173.23222505462746,154.62346354552915,181.0,101.62000729301177,84.83989261202116
86,2866,176.05345348817875,175.95213634421106,147.88944245240765,143.4207285892765,106.04346959619288,88.17744292959817
87,2900,172.63126861819123,175.63409562546377,181.0,145.61126507930754,105.1987824198501,93.37427264611156
88,2933,170.5419299473323,173.33072883692174,154.29724805137803,145.9773532426171,101.26797219035625,94.02809841239251
89,2966,170.3005368022963,171.2580471769637,153.92264350798263,155.96346004299804,101.21221753624295,96.05155892999215
90,3000,166.7229633572844,172.22148553035672,156.82179636442916,170.0091285323553,99.24849193164657,96.53776683121129
91,3033,167.7637967497619,171.82229534940186,152.8362786919532,177.9164420823294,96.42566577447032,97.52638732497618
92,3066,167.74091567916693,171.71232751607414,150.1174856265027,176.0799480413917,97.05460296553817,100.73747530253803
93,3100,171.423271169544,171.58314954411534,141.3888706000288,179.68716871007678,95.46124162082727,103.72759844184893
94,3133,170.24654091549613,172.11210762063743,127.87075179629632,176.21832346658996,91.21327951229816,106.54178361863701
95,3166,171.36658207392242,171.50494014690352,112.97397928622178,175.31777984587399,90.305980593607,103.3506632403358
96,3200,173.42963553270113,172.34421888106397,181.0,176.20111599575202,88.81816902300898,101.36745829227709
97,3233,176.92167849870546,171.7770362734861,181.0,175.08015129368368,88.318900446001,98.97162320658964
98,3266,178.0777572041757,171.65573572011274,181.0,173.68154668714325,88.7970852150458,98.88922083963287
99,3300,177.5981950973615,172.21669286986995,181.0,164.56334353441383,85.6045767918802,97.86592014314512
100,3333,177.83848108460094,172.46639209887212,181.0,158.2849178061611,85.6911219325156,97.7323672676895
101,3366,176.64434053679003,173.2465233320812,181.0,152.90743710667513,87.77709864136439,94.9455560683826
102,3400,175.5586853234606,173.04222617461403,131.024470866822,148.70599615472884,87.3135511623023,95.3823870455865
103,3433,174.15619651998443,173.72739043680232,124.54103640013199,146.1563220908028,86.7070406717721,96.17086414794538
104,3466,174.75703104278156,173.9569684628464,127.76346866864176,181.0,87.98996456692102,95.19918546115962
105,3500,173.4452780926498,173.35350528286975,142.6194194785358,181.0,87.61114895834922,93.53627158578176
106,3533,172.57612325691116,172.3549107298156,152.2911805508976,181.0,86.14280175505925,92.92383944400714
107,3566,170.46626554585788,169.54490518687544,165.2755963351278,181.0,86.0847381410167,89.03567993932063
108,3600,171.01155990548722,171.4352128284332,175.89442623446377,181.0,88.32196304260844,89.72784760876193
109,3633,170.6743577095915,169.17199326204232,170.9440069630362,126.39173527452262,89.29238262829881,88.36237974427041
110,3666,169.31816347233783,164.72559338373267,169.75049756509515,116.90182389638879,87.22150562136423,84.94022990800843
111,3700,168.7063145270341,166.57960821245737,176.9544070789597,113.36695291630576,86.61200571931141,81.40032072882529
112,3733,167.97606693483263,166.706086522199,173.81851077664314,113.84249966426569,86.17541057215406,79.13777526477858
113,3766,169.52750159426304,166.0971886046571,165.15926975591603,181.0,85.3000364113265,79.97161257861616
114,3800,170.18581444085308,167.82772706615202,161.0304736113644,181.0,85.76567154161644,80.21568654381689
115,3833,169.18607501163632,168.2043233810753,154.82887779121214,181.0,85.89793391423993,80.83949463016693
116,3866,169.49056736597458,167.03197459537316,148.82237764554353,135.39674397025144,85.88178645708211,80.45379620909995
117,3900,171.16409939278645,167.2367851032553,143.58335598210894,132.38977517792298,88.64223292190859,77.7569724908423
118,3933,171.795865366269,169.17483963304718,153.5090164566699,125.57606512032461,90.95127695141477,79.75301124619746
119,3966,170.32564453383657,171.24481011328024,164.7915277252808,143.1605101950101,92.71607755648455,81.06482213645013
120,4000,181.0,169.1912010117338,181.0,156.07787961127147,90.78138948227316,80.07111967436164
121,4033,167.83795842622155,171.11495730272281,181.0,159.60337605807212,90.88613430721134,81.2700851863517
122,4066,181.0,167.22078335203875,181.0,162.6538456418606,89.25110594979843,81.48796285132515
123,4100,181.0,181.0,181.0,150.06945553300662,85.99561130002269,86.13699246540335
124,4133,181.0,181.0,181.0,145.35504523607335,181.0,85.57256130570232
125,4166,181.0,181.0,181.0,140.4373252853584,84.30126452655301,84.21272468424233
126,4200,181.0,181.0,181.0,146.75648412411743,82.9721200548392,85.57958690642761
127,4233,166.71851043009306,181.0,141.5951295201913,61.77108991981529,82.5834151615191,83.20166275029771
128,4266,164.5452335014511,181.0,181.0,160.97020361415156,81.97118038246288,78.42364719445676
129,4300,165.94554819706994,161.90133045299177,88.85059328109296,165.32377184909072,80.30006032265116,77.55931268038844
130,4333,153.209028136486,157.96184919541747,138.38591429142366,177.741178458133,76.47421092354023,73.73355777465876
131,4366,169.42006118917482,167.53510345290252,142.81815530469714,167.766556413892,69.38579448744508,78.06179666135188
132,4400,140.5887896609849,164.4243604800772,151.05704348478318,164.63783314288239,59.002116599199546,72.04103304556398
133,4433,113.91890728509088,126.50562035581339,174.9604974716343,168.14166694811442,48.479884471642414,66.28027778477566
134,4466,94.01421795480279,99.19449558361653,170.09441587497534,169.57978301187532,37.23597905640906,53.55174226806621
135,4500,87.00729552885662,86.45348293573517,164.24936651253887,174.85970288476176,34.34627288731649,44.11017848439085
136,4533,84.18700393796927,75.30466700358474,174.0649505663575,175.00952851354984,38.4550296199889,41.17143418291107
137,4566,90.99792852652877,77.92238410123645,172.01408175852785,167.7519794903303,53.13558768929206,51.10673543527983
138,4600,91.8341751416752,90.06342552554264,174.5447557577013,173.08553552219934,70.31878666197674,67.48859260308271
139,4633,59.70414377861263,79.21423471879378,164.75786939375982,181.0,89.04208072113582,83.57641865124202
140,4666,54.61636328558255,111.30223640602388,179.20118314085423,181.0,100.93270304473276,98.04332250929039
141,4700,109.34580592399921,126.01730040860343,178.89275006409747,159.75762188381213,101.27197946753682,98.89797053400092
142,4733,173.0311172342614,177.3999046903861,169.51405373039202,181.0,87.60082694767752,85.66598676618491
143,4766,127.46377057652468,153.19930746099095,162.08968919751868,171.01585115073493,73.88093226523203,73.8988834150973
144,4800,107.29192088052643,131.0208378514785,167.81936327520373,174.36440479779472,58.94339175567858,67.85925885651994
145,4833,98.29782983110385,102.97784241805819,171.56440771205652,169.38232779224842,46.30684355245659,61.43317316147816
146,4866,87.77252970685774,89.49679295627882,177.4184103374761,164.911836048919,36.27937578139575,50.355110075039846
147,4900,84.50490962592741,83.11177938140426,177.95442536719,172.52672094225537,36.85298329114325,42.85049447760236
148,4933,86.77893418591144,79.76320179960813,179.8378730614362,176.9760827236931,40.97366021005652,42.02657921290601
149,4966,94.11715671693032,83.05762225914134,168.55811607383004,173.1442120928628,47.677219869272875,47.20793625951669
150,5000,102.84732498745912,104.2041580012943,151.2927840457555,158.68232279401636,65.52722641391638,62.531438274272375
151,5033,123.40334829987212,134.7280912395649,150.7138877652248,147.05937331504813,80.2436052576852,73.76372416900242
152,5066,158.76715870046903,158.09212039810723,162.62918959366613,148.5832489725907,95.14674206552601,82.62034213625238
153,5100,105.4869307992257,174.7167265681596,179.7472785637087,153.34559699778342,103.8089371336182,94.00660634137057
154,5133,123.32852192747892,173.35824750955263,176.15587977195034,161.62847253433665,101.57280954028943,93.93879729555933
155,5166,172.23790558488116,169.2036764539784,168.17822651404134,174.51459178622528,90.55256533224446,81.97949849123373
156,5200,160.64291570527632,144.90463571078706,159.04835891841208,179.90525885425393,76.52582518729585,71.39207492216238
157,5233,118.42990623441884,121.61372693761965,159.98708758432556,164.93920257645945,62.19979147719884,63.02081688406924
158,5266,94.81808170249973,100.7105304510907,175.8563356369294,155.87144245044095,50.21837865574199,55.48295502765396
159,5300,89.64434861433408,88.53994627624986,168.3918815249693,157.05772294263906,40.60774613724817,50.69782601118854
160,5333,81.83223016905383,87.57733638985538,163.22389520308914,166.67729668783576,33.5785216908202,45.69476384934664
161,5366,81.84319140346999,78.66321943403,161.40742374827332,173.86683503047254,36.49273224987571,37.35463468172426
162,5400,85.3164738492778,75.6818550969445,160.31799261397651,178.89550622318697,43.27723386620747,34.156806501851726
163,5433,94.7586561236256,82.08927720933364,175.1220763965002,179.70669175549313,51.79026960331653,42.62207772377761
164,5466,111.6047952961995,94.80069858543614,177.31442684612978,179.96556841975533,63.74836549364058,55.72561591041297
165,5500,114.82610455291703,111.21365778501155,162.80289679727798,169.72447252112892,80.26285232940546,71.42031662117138
166,5533,175.12736041922284,92.44628843018744,166.01135953706716,181.0,94.34062749951231,84.37518816077086
167,5566,125.74882032072551,158.18246952263934,170.80336808864067,169.4803715142042,104.99182797341831,88.42768850179985
168,5600,129.46125671510205,171.02771648713744,177.15871861145675,174.56813339731022,104.102058405022,91.60372089721845
169,5633,162.88672918441097,162.10445326471896,168.9962746612909,178.2471041924641,93.64819858780959,83.04712758709475
170,5666,155.60350123254062,116.19496569617503,166.19436177100843,176.255893523835,80.44154839735602,75.32950470146233
171,5700,117.58251249696609,111.9252444883512,157.71089103842706,174.37133867305735,67.99846870543097,66.58983917585859
172,5733,101.38396295651216,97.73421348977794,163.61181019438706,174.26366935313786,57.01317670994149,66.0434110361614
173,5766,94.21258088704387,87.97882908203768,170.59926750052412,177.9027450996745,47.95053542775731,58.48206469947667
174,5800,83.91331939782793,82.41588509326407,179.7934788302767,175.64043403213049,35.171809560611074,47.74038845407882
175,5833,77.04623643664812,73.86486445584025,175.20474847527737,173.89247887170612,25.1901200901369,36.87407881851321
176,5866,79.27482168373693,67.56791785001376,172.24897738459634,179.48005118117405,28.77000103351901,32.5641670471337
177,5900,86.77857368172191,75.62173299692864,175.86501179579238,174.46377505281055,39.20834234232909,40.640729535173236
178,5933,94.39013612145403,90.38043754730354,157.64303975267208,167.4157975496063,48.673237153387625,57.975519750615824
179,5966,103.84680178973115,103.30372739101422,143.28866551953175,161.70711638068158,65.399915036681,72.5699107033261
180,6000,89.64013909874481,120.70195195905077,153.1660187458786,162.23646466506545,78.2158018514437,84.2151364858158
181,6033,44.28433025277356,160.6269311076813,166.58575473879426,164.71381324963977,95.70650265906318,91.2395940153737
182,6066,81.8010406675597,161.2875735758282,170.1142407280408,166.59222738975515,103.09916092249127,101.77492109706864
183,6100,105.80191337452679,152.05839841578933,165.17429587736666,167.8457103276161,98.67233410763737,100.53031575526612
184,6133,124.37614070613652,164.07284123645297,160.8085697797636,177.4045560514521,90.79460979777299,89.92755602399879
185,6166,157.9052437343011,158.03523299337397,152.59408455290878,172.82636923431716,76.2321911708736,84.30093844004266
186,6200,175.20780208639079,171.715596633883,181.0,164.6425146601304,60.98232360976554,73.60597826208003
187,6233,155.72651852149193,178.29431395554977,125.7629161339449,159.64833947673324,41.063891534362455,60.7654617633716
188,6266,140.94974745252634,177.1577535103946,109.74868348784422,163.17267443748725,30.573974747072953,51.71187498945702
189,6300,115.94654684929822,158.72108030647473,105.33794214220895,166.50539654257258,16.821272668934068,32.049692795891666
190,6333,118.13214809129856,128.1125819496583,110.92303123868511,164.33180241497448,16.972513169039978,27.224849093884686
191,6366,134.33743567572162,90.60006178569363,117.15850309708242,162.70969438089688,21.724455005529883,31.985042416798603
192,6400,169.932568917696,75.8857140500883,118.40118564871946,168.57319777999354,32.798855946747665,37.67110703014047
193,6433,96.06764226361541,68.45604727401539,111.73148692662667,177.50225804209305,35.0584121607203,39.418356435428194
194,6466,77.24062322325003,71.78238072442059,118.38554663134889,173.6523487151646,39.714885903515984,37.748424497563065
195,6500,80.29200113649199,78.00991537110065,133.63776917270505,176.2649870455038,33.4724530132094,31.414797853595655
196,6533,83.01960775727787,90.37422700643528,155.22805294826932,177.18739391234374,29.601862904561283,23.021133467637913
197,6566,95.23639816493532,110.50050668651487,178.09126267905035,179.46144382058787,18.674881169039036,7.118141103813837
198,6600,106.0138608490586,124.866715940098,181.0,181.0,8.20563230942466,4.043297076230528
199,6633,181.0,132.84937623386742,181.0,181.0,7.5863322976913805,6.684446593862875
200,6666,126.37427989216131,129.6888206978316,181.0,181.0,4.565484105628891,3.7020906617289007
201,6700,104.07319782367722,107.26385771572866,181.0,176.12494044225286,7.52265595358838,14.649531347148942
202,6733,83.74710784496335,80.69329052313822,100.13212031063915,175.5102824257973,27.33223662341216,32.26312074202783
203,6766,61.57811635387381,60.6772602712177,83.6723229771234,163.09029141634014,47.75899964964985,43.894845935805144
204,6800,48.60843640243061,41.93981979298728,181.0,163.41605248784916,61.13519436590019,52.83330361953265
205,6833,45.920910130092814,34.73279773856601,181.0,167.75880867842955,67.92160495233027,62.60554801188127
206,6866,53.53856829200428,38.45388685736226,181.0,173.50178901796602,67.74487374572085,65.59099056188927
207,6900,70.91391629585247,50.902975884002636,75.35472709340223,179.26699184369627,65.90706283401792,72.315977076156
208,6933,102.54862237775889,66.76035584382446,92.31574014390722,179.5079116222948,63.34494169686995,73.37335296833531
209,6966,133.7175975863977,80.64385851842374,113.96535135747789,170.03872510851923,54.53462636988457,73.00535154302239
210,7000,153.87586753436693,97.60003946270545,146.24481526030934,168.3691228514363,49.24242464025034,68.50173213659848
211,7033,168.88880520277547,118.11744643521612,168.4850837655721,168.4916340569473,45.28555086237132,63.76531612969882
212,7066,179.549385438589,136.94457761114435,178.54898602696255,167.6512405879769,42.44830760951164,61.665182454531035
213,7100,179.4828605202284,141.8784774581556,169.32179458339223,165.9894863149326,40.67029294040588,63.26095725257878
214,7133,179.55123923693165,145.5824971304599,178.65477147370837,166.4735537381419,38.72037814063578,58.44947661655992
215,7166,174.364417579347,160.46424407144042,168.15086996815984,170.63754459602512,38.1180894574827,50.108964242925566
216,7200,168.7284129617,149.99366334141925,148.31993592689028,173.45708988473004,40.485227155286076,46.231274161820075
217,7233,143.61982521098517,128.94351204959645,118.39240995038581,165.26005588372902,49.16797539416841,44.88371626075038
218,7266,100.99055561407637,93.20283867475335,102.31760936064977,160.88879926400867,55.68807336912792,44.36765308860179
219,7300,68.53899930925549,55.33347029208195,90.36403119199531,159.66887179505179,61.688410680070355,45.497588148267106
220,7333,55.40776976552921,45.61440501894851,78.49070253576274,166.41975307677288,61.80585280561885,46.00632204084803
221,7366,53.29384819148914,45.63555319574064,74.69569481020777,175.80748698962103,57.25337886861786,47.3295927282058
222,7400,58.38966385818534,62.27295952203443,83.26408109069932,179.44198710515013,48.88875607905075,40.37142455307957
223,7433,67.85701776238821,92.45908299027838,98.43820999178539,174.37031885029953,34.580087640872705,26.410956891252674
224,7466,82.3927495768369,123.05139553873653,118.39767799461679,172.616652146523,21.810092563477966,15.866942338427556
225,7500,102.7932439800778,131.42445736285595,154.0997283443885,169.09781789353778,11.806965646842693,2.878746827974772
226,7533,115.98541803131079,140.39613154325414,172.18491820035683,169.02077172249085,3.972597336599483,10.551801751575061
227,7566,124.79324067337886,154.09982258243514,176.3307601564223,170.6107173001805,0.19367515637064223,16.844019949089688
228,7600,125.3377000301096,148.99718915038952,175.39691870837066,175.14438566281692,0.47901567718536553,12.290069748250685
229,7633,121.22258508635532,130.40469928160408,173.34245604361854,172.43636113551094,5.024323886083011,1.4738378322830181
230,7666,101.8390119236004,107.9341630645115,158.8289862596485,174.37391206267634,16.759049803553616,18.74218186699533
231,7700,90.5863050098262,84.39132718327612,133.67788852309215,175.82791789995505,30.31920997670052,39.48080502438103
232,7733,70.52677887579257,71.72362977104245,115.6356625485524,174.7738755222374,44.936956393493155,47.820150071255526
233,7766,58.747649479827764,55.87294035536808,91.59132281754002,169.29352750453188,59.96636396557011,53.0869399980127
234,7800,59.2225489930217,48.026421381851684,81.96710397077538,166.45313075165708,68.00521502982298,65.22102819322635
235,7833,62.27758623402095,49.05205902953322,76.41172357679336,176.5460972082925,74.75978753440079,68.08858903797187
236,7866,84.38956034100529,69.59746192737218,79.28658539562286,171.54481711597705,72.18464956306504,68.81708487787154
237,7900,116.84864383877249,92.0505645483622,90.92460377801231,168.78277079330306,60.46631914342933,71.76247896008141
238,7933,140.85391870489073,104.19416308574908,105.68128675194693,165.90576093200414,50.56714721727054,70.72176064182499
239,7966,161.69792686276662,109.18833604293002,126.12149107242777,171.31015870115064,40.4524816072705,66.78470532509557
240,8000,176.7010395759726,116.59866131071136,155.06865410233462,167.95942075867612,31.28143168758293,65.6320284413688
241,8033,179.0413909177685,127.58029940953075,174.0426207601547,164.34621954622995,28.675406738112063,62.709412913484755
242,8066,173.8650846776949,130.00091965962883,176.2940238233049,166.81585674667517,28.912003911679914,64.6949445220814
243,8100,178.61114239863474,133.19266401753566,173.51478638194698,165.36038570473124,26.619951962099528,65.41434872139232
244,8133,175.20559427008888,146.55438281139587,175.04071993973926,163.5947960051712,27.19499004739839,60.7208901548437
245,8166,176.58577913180994,159.52639173232964,172.3049231150755,170.0409546899374,28.004722572621468,53.262377596032266
246,8200,171.0372328091236,170.81053645511872,158.02767780691772,171.67865208263078,30.388359608382533,44.85814702364217
247,8233,163.54856930237656,162.19905394257907,130.07223067845612,178.58928106435863,36.81626891253494,40.81756275547762
248,8266,149.25364274987115,129.82455762578635,101.78342290723282,175.65625261165533,45.01821499017183,43.5559271603363
249,8300,109.01497397376221,96.78602370234226,88.6477464648514,175.9784092500199,58.344702486341276,45.50297969334744
250,8333,82.33894611490628,74.58943131576125,79.30393733381457,178.5478657907084,57.982538463942824,47.04234802449349
251,8366,65.87925198516689,175.61084083770018,140.713172534293,172.6797567418248,58.38147333499287,28.934532133810833
252,8400,52.015359276742466,155.64765223689176,123.43998092868661,174.59826777412513,67.84673859623746,27.05139369823319
253,8433,46.493353643549824,149.62609689440418,118.20483994208983,174.39006643448263,73.18357628243633,29.38384214137017
254,8466,48.45387944389496,140.00572501771833,124.91962567311676,168.8913285451616,70.8758904269156,30.69459969899966
255,8500,62.54551250540416,147.88498433886895,147.29803219971234,172.7202197867672,62.826661941694574,33.21627217548994
256,8533,84.11193845792758,154.27985123646556,170.11113906490232,175.20928810952262,55.000650584261514,31.78602943757166
257,8566,121.48242708805967,158.5445394610426,175.8473208646588,178.8068076183605,44.1502001313273,33.989299579046616
258,8600,155.20510789863272,172.86325842734595,168.39439282885513,179.50896877631823,36.58702431878857,35.90652572002791
259,8633,174.2614180917626,178.42687815282963,173.3410405704821,178.24324985840352,27.158706649544207,41.79900955631832
260,8666,154.79945609603539,158.7450905038056,178.38537420774992,178.49991131809756,17.11196616075739,48.98165545571551
261,8700,177.5294725811125,175.69402344324845,179.07092578478645,178.0105684993657,24.95799330978717,41.598762260047096
262,8733,121.31595403661954,139.66034041676534,176.4400858197548,181.0,33.936178735188804,29.326734981032995
263,8766,80.75082483683254,119.75637277077591,176.7149065032019,181.0,41.78170840346662,21.908375742776247
264,8800,54.246020345197884,181.0,177.81445196037572,181.0,56.24918009672538,181.0
265,8833,40.713850858470636,181.0,174.51777891369042,106.69433915243741,67.0317862980121,181.0
266,8866,33.78781835393431,181.0,169.47589751251326,181.0,74.8049723239259,181.0
267,8900,34.22213672575832,181.0,173.66669777602684,75.49993493443833,73.71614237444031,181.0
268,8933,39.56452239820396,181.0,176.36018742735294,181.0,70.04345778112591,181.0
269,8966,48.775953378954945,111.14923761447939,175.7246098263492,181.0,63.78895209646252,39.17670649648984
270,9000,67.99926907181059,116.15764417635027,173.1004853875154,104.47702755815388,52.531993316757244,42.65507282854906
271,9033,99.30865504333354,120.46508268677464,174.5448551798469,122.06649043343685,39.61628984819819,43.754030450772795
