frame,time_ms,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder,lmk_11_x,lmk_11_y,lmk_11_z,lmk_12_x,lmk_12_y,lmk_12_z,lmk_13_x,lmk_13_y,lmk_13_z,lmk_14_x,lmk_14_y,lmk_14_z,lmk_15_x,lmk_15_y,lmk_15_z,lmk_16_x,lmk_16_y,lmk_16_z,lmk_17_x,lmk_17_y,lmk_17_z,lmk_18_x,lmk_18_y,lmk_18_z,lmk_19_x,lmk_19_y,lmk_19_z,lmk_20_x,lmk_20_y,lmk_20_z,lmk_21_x,lmk_21_y,lmk_21_z,lmk_22_x,lmk_22_y,lmk_22_z,lmk_23_x,lmk_23_y,lmk_23_z,lmk_24_x,lmk_24_y,lmk_24_z,lmk_25_x,lmk_25_y,lmk_25_z,lmk_26_x,lmk_26_y,lmk_26_z,lmk_27_x,lmk_27_y,lmk_27_z,lmk_28_x,lmk_28_y,lmk_28_z,lmk_29_x,lmk_29_y,lmk_29_z,lmk_30_x,lmk_30_y,lmk_30_z,lmk_31_x,lmk_31_y,lmk_31_z,lmk_32_x,lmk_32_y,lmk_32_z,neck_x,neck_y,neck_z,neck_angle
0,0,177.49515068110935,178.17880458496182,165.09987741815283,160.989634395392,46.58874220503362,66.45253361180784,0.31051862239837646,0.3641071021556854,-0.3103857636451721,0.5126761496067047,0.3775791823863983,-0.36052241921424866,0.23487722873687744,0.4245182275772095,-0.46592748165130615,0.5738242268562317,0.4585604667663574,-0.41779235005378723,0.1738654375076294,0.4765055477619171,-0.9343257546424866,0.6257033944129944,0.533900797367096,-0.665388822555542,0.14635080099105835,0.4963464140892029,-1.0356403589248657,0.6502969861030579,0.553765058517456,-0.7430297136306763,0.1665439009666443,0.49695438146591187,-1.0975993871688843,0.6330986618995667,0.5572342872619629,-0.8104376196861267,0.18756383657455444,0.4929949939250946,-0.9702736735343933,0.6201275289058685,0.5520947575569153,-0.7003706693649292,0.35567861795425415,0.5318825244903564,0.0159602127969265,0.48666346073150635,0.5324819087982178,-0.016547195613384247,0.2598654627799988,0.6266925930976868,-0.3428586721420288,0.5871869027614594,0.6373460292816162,-0.29199737310409546,0.18839937448501587,0.7713496088981628,-0.16614322364330292,0.6607713401317596,0.7707036137580872,-0.1990709900856018,0.2020263671875,0.7922490239143372,-0.16682371497154236,0.6617575883865356,0.7890079617500305,-0.20427532494068146,0.1424127221107483,0.8192600011825562,-0.45008784532546997,0.7053996324539185,0.8183484673500061,-0.49137142300605774,0.4052361324429512,0.3436117172241211,-0.5099839195609093,-103.148496799699
1,33,178.01072485548892,175.34890094419183,161.35248977057435,158.31239419782133,50.52754637332521,68.62811571206782,0.31014055013656616,0.3802339434623718,-0.339323490858078,0.5075637698173523,0.3943729102611542,-0.3400486409664154,0.2318825125694275,0.4365576505661011,-0.49579066038131714,0.5744759738445282,0.470688134431839,-0.37037983536720276,0.17603421211242676,0.4840787649154663,-0.9631633162498474,0.6331791877746582,0.5425255298614502,-0.6178076863288879,0.14909785985946655,0.5020575523376465,-1.0682125091552734,0.6562920808792114,0.5632975101470947,-0.6926907300949097,0.17661374807357788,0.5003812909126282,-1.1275696754455566,0.6453475654125214,0.565821647644043,-0.7643418312072754,0.19662827253341675,0.49812835454940796,-0.9978737235069275,0.62917760014534,0.5599495768547058,-0.6549212336540222,0.35149240493774414,0.5416237115859985,9.104728087550029e-05,0.4832753539085388,0.5429587960243225,-0.000665251340251416,0.25262999534606934,0.6356503367424011,-0.33620136976242065,0.5969296395778656,0.6439337134361267,-0.26284259557724,0.18787318468093872,0.7761282920837402,-0.13692788779735565,0.6721517443656921,0.7756339311599731,-0.21387289464473724,0.20079314708709717,0.7950220108032227,-0.13489827513694763,0.6648362278938293,0.7950235605239868,-0.2235310822725296,0.13361406326293945,0.8216776847839355,-0.4022029638290405,0.734262079000473,0.8268839120864868,-0.50462806224823,0.40657496452331543,0.3619987815618515,-0.5206583142280579,-95.142264535076
2,66,177.16386302037,176.4760550378862,160.2470745059855,159.24406209222278,54.236661086121075,72.39570615180489,0.31170690059661865,0.4005270302295685,-0.4651840627193451,0.5133348405361176,0.41099002957344055,-0.4355487525463104,0.22311800718307495,0.45910531282424927,-0.6149100065231323,0.5835151672363281,0.48404252529144287,-0.44577115774154663,0.17332613468170166,0.49662360548973083,-1.0823115110397339,0.6472776532173157,0.5573538541793823,-0.7270076274871826,0.14833968877792358,0.5108873248100281,-1.1936475038528442,0.6699097752571106,0.5763895511627197,-0.8089361786842346,0.17363983392715454,0.5101843476295471,-1.254056692123413,0.6657270193099976,0.5787228941917419,-0.886871337890625,0.1889593005180359,0.5090630650520325,-1.1174566745758057,0.6499060392379761,0.5748291015625,-0.7675227522850037,0.35440170764923096,0.550707995891571,-0.010501720011234283,0.4872044324874878,0.55356764793396,0.009974626824259758,0.25357699394226074,0.6445750594139099,-0.3750047981739044,0.6047781109809875,0.6484085321426392,-0.3057795763015747,0.18747973442077637,0.7783670425415039,-0.16572323441505432,0.686214953660965,0.7820559144020081,-0.20061786472797394,0.198017418384552,0.7990847229957581,-0.16361117362976074,0.6730026602745056,0.7988612651824951,-0.20478108525276184,0.13284218311309814,0.8222522139549255,-0.45370471477508545,0.7460903227329254,0.830938994884491,-0.49590715765953064,0.41972797363996506,0.380944587290287,-0.6510221064090729,-73.80428779604921
3,100,179.85974303218416,169.41852323932687,152.33690508861562,150.76698963875685,59.62645410187022,75.24611544601001,0.32304996252059937,0.4177417755126953,-0.596709132194519,0.5235013663768768,0.4288448393344879,-0.5448217988014221,0.2225111722946167,0.47122135758399963,-0.7226983308792114,0.5951237082481384,0.5033005475997925,-0.5807816386222839,0.16742825508117676,0.5151798129081726,-1.1469879150390625,0.6604414880275726,0.5715358257293701,-0.9024794697761536,0.1435706615447998,0.5359864234924316,-1.2508517503738403,0.6889491081237793,0.5909391045570374,-0.9884859919548035,0.1556418538093567,0.5318976044654846,-1.3156185150146484,0.6861171126365662,0.5968084335327148,-1.0662120580673218,0.1718807816505432,0.5294082760810852,-1.1824002265930176,0.67228764295578,0.5900612473487854,-0.9437186121940613,0.35702329874038696,0.561954140663147,-0.008351410739123821,0.4864489436149597,0.560331404209137,0.007750149350613356,0.24490207433700562,0.647083580493927,-0.5253751873970032,0.6138472855091095,0.6488015055656433,-0.4591403305530548,0.18929094076156616,0.7746214270591736,-0.2175428867340088,0.681086927652359,0.7776415348052979,-0.19203469157218933,0.200248122215271,0.7925999164581299,-0.20469330251216888,0.6664789617061615,0.7952122092247009,-0.17897166311740875,0.1198720932006836,0.8279566764831543,-0.5098103284835815,0.7396395206451416,0.828906238079071,-0.47416409850120544,0.4399259313941002,0.39968355000019073,-0.7861588150262833,-54.80743004831899
4,133,172.48988872124704,173.77323444519553,146.3432379398457,154.36333989638206,65.17585638815311,70.84076290509907,0.3448253273963928,0.42907750606536865,-0.6437200307846069,0.543292909860611,0.4411700367927551,-0.5307372808456421,0.2399686574935913,0.47941854596138,-0.7301115989685059,0.6063899397850037,0.5137073993682861,-0.5672751665115356,0.16264218091964722,0.5274978876113892,-1.07625412940979,0.6835707724094391,0.5819224119186401,-0.86784827709198,0.1356339454650879,0.5411926507949829,-1.1671315431594849,0.7063965797424316,0.6022992730140686,-0.9417262673377991,0.14458012580871582,0.5432460904121399,-1.233717679977417,0.7095980644226074,0.6024649143218994,-1.0177117586135864,0.1606060266494751,0.5420554876327515,-1.1106386184692383,0.7021864950656891,0.5946810841560364,-0.9084451198577881,0.36035460233688354,0.5656700134277344,-0.02659650146961212,0.4868919253349304,0.5669184923171997,0.0260083619505167,0.24388134479522705,0.6553221344947815,-0.44218766689300537,0.6256874203681946,0.6542099118232727,-0.3494760990142822,0.18231886625289917,0.7773165702819824,-0.17957626283168793,0.6803247332572937,0.7759164571762085,-0.10558544099330902,0.1914040446281433,0.7933792471885681,-0.17059053480625153,0.6586413681507111,0.7902504801750183,-0.09289654344320297,0.12608259916305542,0.828723132610321,-0.4580192565917969,0.7410901486873627,0.8272326588630676,-0.3478907644748688,0.46945253759622574,0.4139236807823181,-0.7876356542110443,-39.85734222991828
5,166,173.0317634301866,174.06843197653785,143.2700389118511,157.4331151522542,66.19740502859412,64.91616677038513,0.3617125153541565,0.4357623755931854,-0.5892704725265503,0.558099091053009,0.4470018446445465,-0.46103635430336,0.2582334280014038,0.4877815246582031,-0.6800798773765564,0.6208361387252808,0.5215761065483093,-0.5145066380500793,0.17512691020965576,0.5409719347953796,-0.9735325574874878,0.7000994980335236,0.5953841209411621,-0.787302553653717,0.14732974767684937,0.56352299451828,-1.0503523349761963,,,,0.14791160821914673,0.5642009377479553,-1.1128617525100708,0.727593868970871,0.6174523234367371,-0.9235352873802185,0.1662198305130005,0.5580551028251648,-1.0047307014465332,0.7135338187217712,0.6119068264961243,-0.8259195685386658,0.36555713415145874,0.5729782581329346,-0.02798156999051571,0.49646180868148804,0.5726829767227173,0.02741340920329094,0.257002055644989,0.6541276574134827,-0.5306938290596008,0.6316444277763367,0.6525424718856812,-0.43801555037498474,0.18388670682907104,0.7774959802627563,-0.25153839588165283,0.6844548285007477,0.7788055539131165,-0.1735590547323227,0.1922856569290161,0.7929314970970154,-0.23994041979312897,0.6657762825489044,0.7960909008979797,-0.15736925601959229,0.1252889633178711,0.8261424899101257,-0.5228694081306458,0.746636837720871,0.8283066153526306,-0.4033111333847046,0.4933171048760414,0.4199647530913353,-0.6913850083947182,-32.66073764574471
6,200,165.03295923942943,168.70891385526616,141.43395014150826,165.39224709529873,70.20770834024465,57.60121536919015,0.3845284581184387,0.4342597424983978,-0.6614665985107422,0.578524261713028,0.44623246788978577,-0.48076358437538147,0.2651749849319458,0.4914666414260864,-0.6966374516487122,0.6380926370620728,0.5241742730140686,-0.5105815529823303,0.18355411291122437,0.5527488589286804,-0.9081123471260071,0.7262437641620636,0.5921663641929626,-0.7788509726524353,0.15186136960983276,0.571122407913208,-0.9726237058639526,0.754992887377739,0.6103749871253967,-0.8393498659133911,0.14922237396240234,0.574633002281189,-1.0385122299194336,0.7628543227910995,0.6115902066230774,-0.9136976003646851,0.17052990198135376,0.5692815780639648,-0.9382657408714294,0.7463443577289581,0.6075963377952576,-0.81956946849823,0.36829280853271484,0.5706167817115784,-0.04301530495285988,0.49808889627456665,0.5709566473960876,0.04245973378419876,0.2635456323623657,0.6621543765068054,-0.4028981328010559,0.6417533457279205,0.6541125774383545,-0.3245844542980194,0.1850610375404358,0.777457594871521,-0.10538314282894135,0.6917122602462769,0.7817841172218323,-0.08697603642940521,0.18944895267486572,0.7933562397956848,-0.09226534515619278,0.6739555895328522,0.7975167036056519,-0.07349450141191483,0.12501126527786255,0.8291486501693726,-0.366231232881546,0.75418820977211,0.8300716876983643,-0.31238216161727905,0.520370826125145,0.4175208657979965,-0.7321352437138557,-30.328982112168077
7,233,159.3073930095723,171.3027704131952,145.5775334963552,170.08028868423742,71.46831142652125,54.45953216083309,0.4023463726043701,0.42853808403015137,-0.5385743975639343,0.595691442489624,0.44038617610931396,-0.40119820833206177,0.28787392377853394,0.4886946976184845,-0.5806463956832886,0.6523603796958923,0.5165789723396301,-0.43630021810531616,0.20825934410095215,0.5474338531494141,-0.8216016888618469,0.742127001285553,0.5741353631019592,-0.7177982330322266,0.18130910396575928,0.567138671875,-0.8906490206718445,0.767840713262558,0.5925873517990112,-0.7856588363647461,0.19169604778289795,0.5743213295936584,-0.9556881785392761,0.7695597112178802,0.593951404094696,-0.8590867519378662,0.2081581950187683,0.5695722103118896,-0.8520541787147522,0.7569688856601715,0.5896218419075012,-0.7583946585655212,0.3833959698677063,0.5665566325187683,-0.02496364712715149,0.5068877935409546,0.5680246353149414,0.02448883466422558,0.28381234407424927,0.659276008605957,-0.42251503467559814,0.6292473673820496,0.6424399614334106,-0.46561500430107117,0.1927068829536438,0.7796316146850586,-0.12487177550792694,0.690844714641571,0.7790482044219971,-0.1204998567700386,0.1981414556503296,0.7942548394203186,-0.11184613406658173,0.6767690777778625,0.7958347201347351,-0.09431185573339462,0.1292368769645691,0.8253616094589233,-0.39759472012519836,0.7482658624649048,0.82563316822052,-0.3226679861545563,0.5394010096788406,0.40840892493724823,-0.6181554347276688,-32.828778240545994
8,266,150.35975677218022,179.18315830022067,144.19989403064437,171.01712119854358,64.97408544502845,51.9451061010143,0.40970224142074585,0.4158932566642761,-0.5620825886726379,0.6082499325275421,0.4276351034641266,-0.37682488560676575,0.3025206923484802,0.48388078808784485,-0.5853612422943115,0.6530649363994598,0.5030750632286072,-0.3898029625415802,0.2152145504951477,0.5410224795341492,-0.8108209371566772,0.7498460412025452,0.5581603050231934,-0.6758391857147217,0.18703114986419678,0.5582894682884216,-0.8791269659996033,0.7773661911487579,0.5721778869628906,-0.7403091788291931,0.19912070035934448,0.5593235492706299,-0.9495937824249268,0.7830168604850769,0.5723355412483215,-0.8205167651176453,0.21710944175720215,0.5573256015777588,-0.8428162336349487,0.7711580544710159,0.5711556077003479,-0.7194272875785828,0.3955104351043701,0.5589084625244141,-0.03718297556042671,0.5184397399425507,0.5594810843467712,0.036705438047647476,0.28922003507614136,0.6582578420639038,-0.37482404708862305,0.6434262096881866,0.64226233959198,-0.3828769624233246,0.198957622051239,0.7739952206611633,-0.09357750415802002,0.6958747208118439,0.7811914682388306,-0.13411124050617218,0.20489084720611572,0.7898544073104858,-0.08260916918516159,0.6807010769844055,0.7971372008323669,-0.11858998984098434,0.12549161911010742,0.8267932534217834,-0.34877172112464905,0.7535496652126312,0.8310545086860657,-0.3447566628456116,0.5525879040360451,0.3959291875362396,-0.612995408475399,-30.64187036038397
9,300,131.9274498777401,178.85293137042586,143.0315369314431,174.23264093638005,50.74018626865341,48.2230044573948,0.4270225763320923,0.39971596002578735,-0.3640991151332855,0.6200491786003113,0.41263648867607117,-0.2001291811466217,0.31672364473342896,0.4704936146736145,-0.427840918302536,0.6468479931354523,0.4870204031467438,-0.3170469105243683,0.23240292072296143,0.5222480297088623,-0.6907567977905273,0.7485778033733368,0.5283586382865906,-0.7069594264030457,0.20242130756378174,0.5410395264625549,-0.7592587471008301,0.7779706567525864,0.5406084060668945,-0.7883923649787903,0.2168063521385193,0.5441282987594604,-0.8276122212409973,0.7796679884195328,0.5408549308776855,-0.8583941459655762,0.23588532209396362,0.5413950085639954,-0.7227763533592224,0.7664624601602554,0.53905189037323,-0.7501955032348633,0.4023382067680359,0.5540129542350769,-0.027841180562973022,0.5318019986152649,0.5599277019500732,0.0274692103266716,0.2949594259262085,0.659402072429657,-0.2601654827594757,0.6474222838878632,0.6359652876853943,-0.4929233193397522,0.19350022077560425,0.7813137769699097,-0.051300596445798874,0.6997588276863098,0.7821303606033325,-0.31262800097465515,0.19547170400619507,0.7968778610229492,-0.04956270754337311,0.6799225807189941,0.7991653680801392,-0.30444014072418213,0.13593071699142456,0.8241239190101624,-0.3299929201602936,0.7522477954626083,0.8315207362174988,-0.5404691696166992,0.5671225562691689,0.38024797290563583,-0.40653930604457855,-30.74699263073104
